Ticket,Symbol,Type,Open time,Open price,Size,Close time,Close price,Time in trade,Profit/Loss,Cummulative P/L,Comm/Swap,P/L in money,Cummulative money P/L,P/L in pips,Cummulative pips P/L,P/L in %,Cummulative % P/L,Comment,Sample type
32,BBAS3,Sell,30.04.2024 10:07:40,25.0,100.0,30.04.2024 14:45:40,24.85,4h 38m,15.0,2292.0,0.0,15.0,2292.0,1500.0,229200.0,0.05,8.17,tp 24.85,IS
10,ITUB4,Sell,30.04.2024 10:16:40,27.23,100.0,30.04.2024 15:30:00,26.87,5h 13m,36.0,2328.0,0.0,36.0,2328.0,3600.0,232800.0,0.12,8.3,,IS
42,PETR4,Buy,30.04.2024 10:04:40,33.87,100.0,30.04.2024 15:30:00,33.69,5h 25m,-18.0,2310.0,0.0,-18.0,2310.0,-1800.0,231000.0,-0.06,8.23,,IS
76,UNIP6,Sell,30.04.2024 13:01:00,48.31,100.0,30.04.2024 15:30:00,47.95,2h 29m,36.0,2346.0,0.0,36.0,2346.0,3600.0,234600.0,0.12,8.36,,IS
88,CSAN3,Sell,30.04.2024 12:40:20,13.97,100.0,30.04.2024 15:30:00,14.0,2h 49m,-3.0,2343.0,0.0,-3.0,2343.0,-300.0,234300.0,-0.01,8.35,,IS
34,BBAS3,Sell,02.05.2024 10:04:40,25.0,100.0,02.05.2024 10:05:40,24.85,1m 0s,15.0,2358.0,0.0,15.0,2358.0,1500.0,235800.0,0.05,8.4,tp 24.85,IS
36,BBAS3,Sell,02.05.2024 10:21:40,24.95,100.0,02.05.2024 10:57:20,24.8,35m 40s,15.0,2373.0,0.0,15.0,2373.0,1500.0,237300.0,0.05,8.45,tp 24.80,IS
12,ITUB4,Sell,02.05.2024 15:17:20,27.14,100.0,02.05.2024 15:30:00,27.08,12m 40s,6.0,2379.0,0.0,6.0,2379.0,600.0,237900.0,0.02,8.47,,IS
38,BBAS3,Sell,02.05.2024 12:46:40,24.95,100.0,02.05.2024 15:30:00,25.01,2h 43m,-6.0,2373.0,0.0,-6.0,2373.0,-600.0,237300.0,-0.02,8.45,,IS
44,PETR4,Buy,02.05.2024 10:03:00,34.0,100.0,02.05.2024 15:30:00,33.79,5h 27m,-21.0,2352.0,0.0,-21.0,2352.0,-2100.0,235200.0,-0.07,8.38,,IS
78,UNIP6,Sell,02.05.2024 13:00:30,48.44,100.0,02.05.2024 15:30:00,48.43,2h 29m,1.0,2353.0,0.0,1.0,2353.0,100.0,235300.0,0.0,8.38,,IS
90,CSAN3,Sell,02.05.2024 15:19:40,13.98,100.0,02.05.2024 15:30:00,13.97,10m 20s,1.0,2354.0,0.0,1.0,2354.0,100.0,235400.0,0.0,8.38,,IS
14,ITUB4,Sell,03.05.2024 10:09:00,27.29,100.0,03.05.2024 15:30:00,27.3,5h 21m,-1.0,2353.0,0.0,-1.0,2353.0,-100.0,235300.0,-0.0,8.38,,IS
18,WEGE3,Buy,03.05.2024 10:58:20,37.68,100.0,03.05.2024 15:30:00,38.11,4h 31m,43.0,2396.0,0.0,43.0,2396.0,4300.0,239600.0,0.15,8.53,,IS
46,PETR4,Buy,03.05.2024 10:09:00,34.16,100.0,03.05.2024 15:30:00,33.53,5h 21m,-63.0,2333.0,0.0,-63.0,2333.0,-6300.0,233300.0,-0.21,8.31,,IS
14,SUZB3,Sell,06.05.2024 10:19:40,57.72,100.0,06.05.2024 15:30:00,58.16,5h 10m,-44.0,2289.0,0.0,-44.0,2289.0,-4400.0,228900.0,-0.15,8.16,,IS
20,WEGE3,Buy,06.05.2024 10:03:00,38.04,100.0,06.05.2024 15:30:00,38.16,5h 27m,12.0,2301.0,0.0,12.0,2301.0,1200.0,230100.0,0.04,8.2,,IS
66,BRKM5,Sell,06.05.2024 10:17:00,19.79,100.0,06.05.2024 15:30:00,19.62,5h 13m,17.0,2318.0,0.0,17.0,2318.0,1700.0,231800.0,0.06,8.26,,IS
92,CSAN3,Sell,06.05.2024 13:49:40,13.84,100.0,06.05.2024 15:30:01,13.79,1h 40m,5.0,2323.0,0.0,5.0,2323.0,500.0,232300.0,0.02,8.28,,IS
68,BRKM5,Sell,07.05.2024 10:03:00,19.78,100.0,07.05.2024 12:01:40,20.28,1h 58m,-50.0,2273.0,0.0,-50.0,2273.0,-5000.0,227300.0,-0.17,8.11,sl 20.28,IS
20,CMIG4,Buy,07.05.2024 10:54:40,8.74,100.0,07.05.2024 15:30:00,8.76,4h 35m,2.0,2275.0,0.0,2.0,2275.0,200.0,227500.0,0.01,8.12,,IS
30,GGBR4,Buy,07.05.2024 13:24:40,18.4,100.0,07.05.2024 15:30:00,18.33,2h 5m,-7.0,2268.0,0.0,-7.0,2268.0,-700.0,226800.0,-0.02,8.09,,IS
70,BRKM5,Sell,07.05.2024 12:01:40,20.28,100.0,07.05.2024 15:30:00,20.16,3h 28m,12.0,2280.0,0.0,12.0,2280.0,1200.0,228000.0,0.04,8.13,,IS
94,CSAN3,Sell,07.05.2024 10:03:00,13.77,100.0,07.05.2024 15:30:00,14.15,5h 27m,-38.0,2242.0,0.0,-38.0,2242.0,-3800.0,224200.0,-0.13,8.0,,IS
10,RENT3,Sell,08.05.2024 10:40:40,47.79,100.0,08.05.2024 15:30:00,47.66,4h 49m,13.0,2255.0,0.0,13.0,2255.0,1300.0,225500.0,0.04,8.05,,IS
22,CMIG4,Buy,08.05.2024 10:03:00,8.8,100.0,08.05.2024 15:30:00,8.79,5h 27m,-1.0,2254.0,0.0,-1.0,2254.0,-100.0,225400.0,-0.0,8.04,,IS
72,BRKM5,Sell,08.05.2024 10:03:00,19.98,100.0,08.05.2024 15:30:00,19.92,5h 27m,6.0,2260.0,0.0,6.0,2260.0,600.0,226000.0,0.02,8.06,,IS
32,GGBR4,Buy,09.05.2024 10:08:00,18.18,100.0,09.05.2024 12:05:40,18.53,1h 57m,35.0,2295.0,0.0,35.0,2295.0,3500.0,229500.0,0.12,8.18,tp 18.53,IS
24,CMIG4,Buy,09.05.2024 10:03:00,8.82,100.0,09.05.2024 15:30:00,8.77,5h 27m,-5.0,2290.0,0.0,-5.0,2290.0,-500.0,229000.0,-0.02,8.17,,IS
34,GGBR4,Buy,09.05.2024 12:24:40,18.45,100.0,09.05.2024 15:30:00,18.56,3h 5m,11.0,2301.0,0.0,11.0,2301.0,1100.0,230100.0,0.04,8.2,,IS
48,PETR4,Buy,09.05.2024 10:35:40,34.7,100.0,09.05.2024 15:30:00,35.09,4h 54m,39.0,2340.0,0.0,39.0,2340.0,3900.0,234000.0,0.13,8.34,,IS
74,BRKM5,Sell,09.05.2024 10:03:00,19.66,100.0,09.05.2024 15:30:00,19.43,5h 27m,23.0,2363.0,0.0,23.0,2363.0,2300.0,236300.0,0.08,8.42,,IS
80,UNIP6,Sell,09.05.2024 15:02:00,48.93,100.0,09.05.2024 15:30:00,48.87,28m 0s,6.0,2369.0,0.0,6.0,2369.0,600.0,236900.0,0.02,8.44,,IS
40,BBAS3,Sell,10.05.2024 10:04:20,24.96,100.0,10.05.2024 10:04:40,24.81,20s,15.0,2384.0,0.0,15.0,2384.0,1500.0,238400.0,0.05,8.49,tp 24.81,IS
2,SUZB3,Buy,10.05.2024 10:07:40,48.72,100.0,10.05.2024 10:16:40,50.22,9m 0s,150.0,2534.0,0.0,150.0,2534.0,15000.0,253400.0,0.51,9.0,tp 50.22,IS
76,SUZB3,Sell,10.05.2024 10:07:00,49.68,100.0,10.05.2024 10:17:40,50.68,10m 40s,-100.0,2434.0,0.0,-100.0,2434.0,-10000.0,243400.0,-0.34,8.66,sl 50.68,IS
78,SUZB3,Sell,10.05.2024 10:21:40,49.75,100.0,10.05.2024 10:37:40,50.75,16m 0s,-100.0,2334.0,0.0,-100.0,2334.0,-10000.0,233400.0,-0.34,8.32,sl 50.75,IS
42,BBAS3,Sell,10.05.2024 10:05:40,24.95,100.0,10.05.2024 10:43:40,24.8,38m 0s,15.0,2349.0,0.0,15.0,2349.0,1500.0,234900.0,0.05,8.37,tp 24.80,IS
44,BBAS3,Sell,10.05.2024 10:49:40,24.96,100.0,10.05.2024 15:30:00,24.98,4h 40m,-2.0,2347.0,0.0,-2.0,2347.0,-200.0,234700.0,-0.01,8.36,,IS
50,PETR4,Buy,10.05.2024 10:03:00,35.12,100.0,10.05.2024 15:30:00,35.0,5h 27m,-12.0,2335.0,0.0,-12.0,2335.0,-1200.0,233500.0,-0.04,8.32,,IS
76,BRKM5,Sell,10.05.2024 10:01:00,19.34,100.0,10.05.2024 15:30:00,19.14,5h 29m,20.0,2355.0,0.0,20.0,2355.0,2000.0,235500.0,0.07,8.39,,IS
4,SUZB3,Buy,13.05.2024 11:45:40,49.45,100.0,13.05.2024 12:56:20,49.0,1h 10m,-45.0,2310.0,0.0,-45.0,2310.0,-4500.0,231000.0,-0.15,8.24,sl 49.00,IS
6,SUZB3,Buy,13.05.2024 12:56:20,49.01,100.0,13.05.2024 15:30:00,48.82,2h 33m,-19.0,2291.0,0.0,-19.0,2291.0,-1900.0,229100.0,-0.06,8.17,,IS
14,TAEE11,Sell,13.05.2024 10:01:00,32.04,100.0,13.05.2024 15:30:00,32.1,5h 29m,-6.0,2285.0,0.0,-6.0,2285.0,-600.0,228500.0,-0.02,8.15,,IS
20,EMBR3,Sell,13.05.2024 10:05:40,34.07,100.0,13.05.2024 15:30:00,34.09,5h 24m,-2.0,2283.0,0.0,-2.0,2283.0,-200.0,228300.0,-0.01,8.15,,IS
52,PETR4,Buy,13.05.2024 10:03:00,35.04,100.0,13.05.2024 15:30:00,34.99,5h 27m,-5.0,2278.0,0.0,-5.0,2278.0,-500.0,227800.0,-0.02,8.13,,IS
78,BRKM5,Sell,13.05.2024 10:01:00,19.02,100.0,13.05.2024 15:30:00,19.01,5h 29m,1.0,2279.0,0.0,1.0,2279.0,100.0,227900.0,0.0,8.13,,IS
80,SUZB3,Sell,13.05.2024 10:09:40,50.03,100.0,13.05.2024 15:30:00,48.83,5h 20m,120.0,2399.0,0.0,120.0,2399.0,12000.0,239900.0,0.41,8.54,,IS
82,UNIP6,Sell,13.05.2024 11:02:40,47.72,100.0,13.05.2024 15:30:00,47.18,4h 27m,54.0,2453.0,0.0,54.0,2453.0,5400.0,245300.0,0.18,8.73,,IS
8,SUZB3,Buy,14.05.2024 12:10:40,49.39,100.0,14.05.2024 12:44:40,48.94,34m 0s,-45.0,2408.0,0.0,-45.0,2408.0,-4500.0,240800.0,-0.15,8.57,sl 48.94,IS
80,BRKM5,Sell,14.05.2024 10:02:00,18.92,100.0,14.05.2024 13:26:40,19.42,3h 24m,-50.0,2358.0,0.0,-50.0,2358.0,-5000.0,235800.0,-0.17,8.4,sl 19.42,IS
10,SUZB3,Buy,14.05.2024 12:44:40,48.88,100.0,14.05.2024 15:30:00,48.68,2h 45m,-20.0,2338.0,0.0,-20.0,2338.0,-2000.0,233800.0,-0.07,8.33,,IS
82,SUZB3,Sell,14.05.2024 10:08:00,49.62,100.0,14.05.2024 15:30:00,48.69,5h 22m,93.0,2431.0,0.0,93.0,2431.0,9300.0,243100.0,0.32,8.65,,IS
82,BRKM5,Sell,14.05.2024 13:26:40,19.44,100.0,14.05.2024 15:30:30,19.59,2h 3m,-15.0,2416.0,0.0,-15.0,2416.0,-1500.0,241600.0,-0.05,8.6,,IS
84,SUZB3,Sell,15.05.2024 10:08:00,48.49,100.0,15.05.2024 13:55:40,49.49,3h 47m,-100.0,2316.0,0.0,-100.0,2316.0,-10000.0,231600.0,-0.34,8.26,sl 49.49,IS
12,SUZB3,Buy,15.05.2024 10:08:00,48.5,100.0,15.05.2024 15:30:00,49.18,5h 22m,68.0,2384.0,0.0,68.0,2384.0,6800.0,238400.0,0.23,8.49,,IS
84,BRKM5,Sell,15.05.2024 10:02:00,19.45,100.0,15.05.2024 15:30:00,19.56,5h 28m,-11.0,2373.0,0.0,-11.0,2373.0,-1100.0,237300.0,-0.04,8.46,,IS
86,SUZB3,Sell,15.05.2024 13:55:40,49.55,100.0,15.05.2024 15:30:00,49.19,1h 34m,36.0,2409.0,0.0,36.0,2409.0,3600.0,240900.0,0.12,8.58,,IS
84,UNIP6,Sell,15.05.2024 10:16:40,47.29,100.0,15.05.2024 15:30:30,46.8,5h 13m,49.0,2458.0,0.0,49.0,2458.0,4900.0,245800.0,0.17,8.74,,IS
26,CMIG4,Buy,16.05.2024 10:03:00,8.97,100.0,16.05.2024 15:30:00,8.89,5h 27m,-8.0,2450.0,0.0,-8.0,2450.0,-800.0,245000.0,-0.03,8.72,,IS
86,BRKM5,Sell,16.05.2024 10:03:00,19.38,100.0,16.05.2024 15:30:00,19.33,5h 27m,5.0,2455.0,0.0,5.0,2455.0,500.0,245500.0,0.02,8.73,,IS
88,SUZB3,Sell,16.05.2024 10:03:00,49.47,100.0,16.05.2024 15:30:00,49.96,5h 27m,-49.0,2406.0,0.0,-49.0,2406.0,-4900.0,240600.0,-0.17,8.57,,IS
88,BRKM5,Sell,17.05.2024 10:03:01,19.35,100.0,17.05.2024 15:30:00,19.39,5h 26m,-4.0,2402.0,0.0,-4.0,2402.0,-400.0,240200.0,-0.01,8.55,,IS
90,SUZB3,Sell,17.05.2024 10:03:00,49.99,100.0,17.05.2024 15:30:00,50.13,5h 27m,-14.0,2388.0,0.0,-14.0,2388.0,-1400.0,238800.0,-0.05,8.51,,IS
86,UNIP6,Sell,17.05.2024 10:01:00,46.5,100.0,17.05.2024 15:30:01,46.07,5h 29m,43.0,2431.0,0.0,43.0,2431.0,4300.0,243100.0,0.15,8.65,,IS
90,BRKM5,Sell,20.05.2024 10:09:00,19.96,100.0,20.05.2024 10:19:20,20.46,10m 20s,-50.0,2381.0,0.0,-50.0,2381.0,-5000.0,238100.0,-0.17,8.48,sl 20.46,IS
2,VALE3,Buy,20.05.2024 10:03:00,61.29,100.0,20.05.2024 15:30:00,61.31,5h 27m,2.0,2383.0,0.0,2.0,2383.0,200.0,238300.0,0.01,8.49,,IS
16,SUZB3,Sell,20.05.2024 10:07:40,50.97,100.0,20.05.2024 15:30:00,50.67,5h 22m,30.0,2413.0,0.0,30.0,2413.0,3000.0,241300.0,0.1,8.59,,IS
36,GGBR4,Buy,20.05.2024 10:10:40,18.78,100.0,20.05.2024 15:30:00,18.64,5h 19m,-14.0,2399.0,0.0,-14.0,2399.0,-1400.0,239900.0,-0.05,8.54,,IS
92,BRKM5,Sell,20.05.2024 10:22:20,20.33,100.0,20.05.2024 15:30:00,19.94,5h 7m,39.0,2438.0,0.0,39.0,2438.0,3900.0,243800.0,0.13,8.68,,IS
14,SUZB3,Buy,21.05.2024 10:04:40,48.74,100.0,21.05.2024 10:12:40,48.29,8m 0s,-45.0,2393.0,0.0,-45.0,2393.0,-4500.0,239300.0,-0.15,8.52,sl 48.29,IS
16,SUZB3,Buy,21.05.2024 10:12:40,48.24,100.0,21.05.2024 10:30:40,47.79,18m 0s,-45.0,2348.0,0.0,-45.0,2348.0,-4500.0,234800.0,-0.15,8.37,sl 47.79,IS
12,RENT3,Sell,21.05.2024 10:06:00,46.02,100.0,21.05.2024 12:00:40,44.92,1h 54m,110.0,2458.0,0.0,110.0,2458.0,11000.0,245800.0,0.37,8.75,tp 44.92,IS
14,RENT3,Sell,21.05.2024 12:00:40,44.92,100.0,21.05.2024 15:30:00,44.77,3h 29m,15.0,2473.0,0.0,15.0,2473.0,1500.0,247300.0,0.05,8.8,,IS
18,SUZB3,Buy,21.05.2024 10:30:40,47.8,100.0,21.05.2024 15:30:00,47.8,4h 59m,0.0,2473.0,0.0,0.0,2473.0,0.0,247300.0,0.0,8.8,,IS
92,SUZB3,Sell,21.05.2024 10:03:00,49.14,100.0,21.05.2024 15:30:00,47.81,5h 27m,133.0,2606.0,0.0,133.0,2606.0,13300.0,260600.0,0.45,9.25,,IS
94,BRKM5,Sell,21.05.2024 10:03:00,19.73,100.0,21.05.2024 15:30:00,20.16,5h 27m,-43.0,2563.0,0.0,-43.0,2563.0,-4300.0,256300.0,-0.15,9.1,,IS
20,SUZB3,Buy,22.05.2024 10:17:00,47.72,100.0,22.05.2024 10:17:40,47.27,40s,-45.0,2518.0,0.0,-45.0,2518.0,-4500.0,251800.0,-0.15,8.95,sl 47.27,IS
22,SUZB3,Buy,22.05.2024 10:17:40,47.13,100.0,22.05.2024 15:30:00,47.16,5h 12m,3.0,2521.0,0.0,3.0,2521.0,300.0,252100.0,0.01,8.96,,IS
28,CMIG4,Buy,22.05.2024 10:30:40,9.09,100.0,22.05.2024 15:30:00,8.95,4h 59m,-14.0,2507.0,0.0,-14.0,2507.0,-1400.0,250700.0,-0.05,8.91,,IS
94,SUZB3,Sell,22.05.2024 10:17:00,47.71,100.0,22.05.2024 15:30:00,47.17,5h 13m,54.0,2561.0,0.0,54.0,2561.0,5400.0,256100.0,0.18,9.1,,IS
96,BRKM5,Sell,22.05.2024 10:03:00,19.98,100.0,22.05.2024 15:30:00,20.05,5h 27m,-7.0,2554.0,0.0,-7.0,2554.0,-700.0,255400.0,-0.02,9.07,,IS
24,SUZB3,Buy,23.05.2024 10:03:00,47.3,100.0,23.05.2024 10:07:20,46.85,4m 20s,-45.0,2509.0,0.0,-45.0,2509.0,-4500.0,250900.0,-0.15,8.92,sl 46.85,IS
96,SUZB3,Sell,23.05.2024 10:03:00,47.29,100.0,23.05.2024 15:21:40,48.29,5h 18m,-100.0,2409.0,0.0,-100.0,2409.0,-10000.0,240900.0,-0.34,8.58,sl 48.29,IS
26,SUZB3,Buy,23.05.2024 10:07:20,46.85,100.0,23.05.2024 15:22:40,48.35,5h 15m,150.0,2559.0,0.0,150.0,2559.0,15000.0,255900.0,0.51,9.09,tp 48.35,IS
2,PRIO3,Buy,23.05.2024 11:05:40,43.81,100.0,23.05.2024 15:30:00,44.25,4h 24m,44.0,2603.0,0.0,44.0,2603.0,4400.0,260300.0,0.15,9.24,,IS
22,WEGE3,Buy,23.05.2024 10:03:00,38.42,100.0,23.05.2024 15:30:00,38.43,5h 27m,1.0,2604.0,0.0,1.0,2604.0,100.0,260400.0,0.0,9.24,,IS
96,CSAN3,Sell,23.05.2024 10:52:20,13.53,100.0,23.05.2024 15:30:00,13.44,4h 37m,9.0,2613.0,0.0,9.0,2613.0,900.0,261300.0,0.03,9.27,,IS
98,BRKM5,Sell,23.05.2024 10:03:00,19.92,100.0,23.05.2024 15:30:00,19.4,5h 27m,52.0,2665.0,0.0,52.0,2665.0,5200.0,266500.0,0.18,9.45,,IS
98,SUZB3,Sell,23.05.2024 15:21:40,48.32,100.0,23.05.2024 15:30:00,48.63,8m 20s,-31.0,2634.0,0.0,-31.0,2634.0,-3100.0,263400.0,-0.1,9.35,,IS
18,SUZB3,Sell,24.05.2024 10:04:40,48.75,100.0,24.05.2024 12:43:40,48.05,2h 39m,70.0,2704.0,0.0,70.0,2704.0,7000.0,270400.0,0.24,9.58,tp 48.05,IS
4,PRIO3,Buy,24.05.2024 15:29:40,43.71,100.0,24.05.2024 15:30:00,43.72,20s,1.0,2705.0,0.0,1.0,2705.0,100.0,270500.0,0.0,9.59,,IS
28,SUZB3,Buy,24.05.2024 13:20:40,47.85,100.0,24.05.2024 15:30:00,47.96,2h 9m,11.0,2716.0,0.0,11.0,2716.0,1100.0,271600.0,0.04,9.62,,IS
98,CSAN3,Sell,24.05.2024 10:02:00,13.47,100.0,24.05.2024 15:30:00,13.57,5h 28m,-10.0,2706.0,0.0,-10.0,2706.0,-1000.0,270600.0,-0.03,9.59,,IS
100,BRKM5,Sell,24.05.2024 10:03:00,19.3,100.0,24.05.2024 15:30:00,19.22,5h 27m,8.0,2714.0,0.0,8.0,2714.0,800.0,271400.0,0.03,9.62,,IS
100,SUZB3,Sell,24.05.2024 10:03:00,48.26,100.0,24.05.2024 15:30:00,47.97,5h 27m,29.0,2743.0,0.0,29.0,2743.0,2900.0,274300.0,0.1,9.71,,IS
6,PRIO3,Buy,27.05.2024 10:36:20,43.62,100.0,27.05.2024 15:30:00,43.7,4h 53m,8.0,2751.0,0.0,8.0,2751.0,800.0,275100.0,0.03,9.74,,IS
22,EMBR3,Sell,27.05.2024 13:10:40,37.72,100.0,27.05.2024 15:30:00,37.75,2h 19m,-3.0,2748.0,0.0,-3.0,2748.0,-300.0,274800.0,-0.01,9.73,,IS
30,SUZB3,Buy,27.05.2024 10:06:40,47.64,100.0,27.05.2024 15:30:00,47.75,5h 23m,11.0,2759.0,0.0,11.0,2759.0,1100.0,275900.0,0.04,9.77,,IS
46,BBAS3,Sell,27.05.2024 14:56:40,24.75,100.0,27.05.2024 15:30:00,24.85,33m 20s,-10.0,2749.0,0.0,-10.0,2749.0,-1000.0,274900.0,-0.03,9.73,,IS
102,SUZB3,Sell,27.05.2024 10:06:00,48.15,100.0,27.05.2024 15:30:00,47.76,5h 24m,39.0,2788.0,0.0,39.0,2788.0,3900.0,278800.0,0.13,9.86,,IS
102,BRKM5,Sell,27.05.2024 10:00:00,19.23,100.0,27.05.2024 15:31:01,19.2,5h 31m,3.0,2791.0,0.0,3.0,2791.0,300.0,279100.0,0.01,9.87,,IS
8,PRIO3,Buy,28.05.2024 11:37:40,43.53,100.0,28.05.2024 15:30:00,43.35,3h 52m,-18.0,2773.0,0.0,-18.0,2773.0,-1800.0,277300.0,-0.06,9.81,,IS
10,WEGE3,Sell,28.05.2024 10:09:40,37.71,100.0,28.05.2024 15:30:00,37.6,5h 20m,11.0,2784.0,0.0,11.0,2784.0,1100.0,278400.0,0.04,9.85,,IS
16,ITUB4,Sell,28.05.2024 10:03:00,27.18,100.0,28.05.2024 15:30:00,26.72,5h 27m,46.0,2830.0,0.0,46.0,2830.0,4600.0,283000.0,0.15,10.01,,IS
20,SUZB3,Sell,28.05.2024 10:09:00,48.17,100.0,28.05.2024 15:30:00,47.81,5h 21m,36.0,2866.0,0.0,36.0,2866.0,3600.0,286600.0,0.12,10.13,,IS
32,SUZB3,Buy,28.05.2024 10:11:40,47.76,100.0,28.05.2024 15:30:00,47.8,5h 18m,4.0,2870.0,0.0,4.0,2870.0,400.0,287000.0,0.01,10.14,,IS
88,UNIP6,Sell,28.05.2024 12:55:40,45.96,100.0,28.05.2024 15:30:00,45.8,2h 34m,16.0,2886.0,0.0,16.0,2886.0,1600.0,288600.0,0.05,10.19,,IS
100,CSAN3,Sell,28.05.2024 14:46:40,13.43,100.0,28.05.2024 15:30:00,13.38,43m 20s,5.0,2891.0,0.0,5.0,2891.0,500.0,289100.0,0.02,10.21,,IS
104,BRKM5,Sell,28.05.2024 10:03:00,19.31,100.0,28.05.2024 15:30:00,19.18,5h 27m,13.0,2904.0,0.0,13.0,2904.0,1300.0,290400.0,0.04,10.25,,IS
104,SUZB3,Sell,28.05.2024 10:09:00,48.17,100.0,28.05.2024 15:30:00,47.81,5h 21m,36.0,2940.0,0.0,36.0,2940.0,3600.0,294000.0,0.12,10.37,,IS
48,BBAS3,Sell,29.05.2024 10:03:00,24.86,100.0,29.05.2024 10:05:40,24.71,2m 40s,15.0,2955.0,0.0,15.0,2955.0,1500.0,295500.0,0.05,10.42,tp 24.71,IS
50,BBAS3,Sell,29.05.2024 10:06:20,24.73,100.0,29.05.2024 10:10:40,24.58,4m 20s,15.0,2970.0,0.0,15.0,2970.0,1500.0,297000.0,0.05,10.47,tp 24.58,IS
10,PRIO3,Buy,29.05.2024 10:03:00,43.16,100.0,29.05.2024 10:39:40,42.76,36m 40s,-40.0,2930.0,0.0,-40.0,2930.0,-4000.0,293000.0,-0.13,10.34,sl 42.76,IS
12,PRIO3,Buy,29.05.2024 10:39:40,42.77,100.0,29.05.2024 11:01:20,42.37,21m 40s,-40.0,2890.0,0.0,-40.0,2890.0,-4000.0,289000.0,-0.13,10.21,sl 42.37,IS
14,PRIO3,Buy,29.05.2024 11:01:20,42.37,100.0,29.05.2024 14:42:40,41.97,3h 41m,-40.0,2850.0,0.0,-40.0,2850.0,-4000.0,285000.0,-0.13,10.07,sl 41.97,IS
16,TAEE11,Sell,29.05.2024 12:26:40,32.3,100.0,29.05.2024 15:30:00,32.34,3h 3m,-4.0,2846.0,0.0,-4.0,2846.0,-400.0,284600.0,-0.01,10.06,,IS
16,PRIO3,Buy,29.05.2024 14:42:40,41.97,100.0,29.05.2024 15:30:00,42.16,47m 20s,19.0,2865.0,0.0,19.0,2865.0,1900.0,286500.0,0.06,10.12,,IS
22,SUZB3,Sell,29.05.2024 10:03:00,47.62,100.0,29.05.2024 15:30:00,48.13,5h 27m,-51.0,2814.0,0.0,-51.0,2814.0,-5100.0,281400.0,-0.17,9.95,,IS
24,EMBR3,Sell,29.05.2024 10:08:40,37.47,100.0,29.05.2024 15:30:00,36.85,5h 21m,62.0,2876.0,0.0,62.0,2876.0,6200.0,287600.0,0.21,10.16,,IS
34,SUZB3,Buy,29.05.2024 10:03:00,47.63,100.0,29.05.2024 15:30:00,48.12,5h 27m,49.0,2925.0,0.0,49.0,2925.0,4900.0,292500.0,0.16,10.32,,IS
52,BBAS3,Sell,29.05.2024 13:58:20,24.73,100.0,29.05.2024 15:30:00,24.79,1h 31m,-6.0,2919.0,0.0,-6.0,2919.0,-600.0,291900.0,-0.02,10.3,,IS
102,CSAN3,Sell,29.05.2024 10:03:00,13.38,100.0,29.05.2024 15:30:00,13.51,5h 27m,-13.0,2906.0,0.0,-13.0,2906.0,-1300.0,290600.0,-0.04,10.26,,IS
106,SUZB3,Sell,29.05.2024 10:03:00,47.62,100.0,29.05.2024 15:30:00,48.13,5h 27m,-51.0,2855.0,0.0,-51.0,2855.0,-5100.0,285500.0,-0.17,10.09,,IS
106,BRKM5,Sell,29.05.2024 10:03:00,19.14,100.0,29.05.2024 15:31:00,19.26,5h 28m,-12.0,2843.0,0.0,-12.0,2843.0,-1200.0,284300.0,-0.04,10.05,,IS
54,BBAS3,Sell,31.05.2024 10:03:00,24.78,100.0,31.05.2024 12:00:40,24.63,1h 57m,15.0,2858.0,0.0,15.0,2858.0,1500.0,285800.0,0.05,10.1,tp 24.63,IS
18,PRIO3,Buy,31.05.2024 10:08:00,42.12,100.0,31.05.2024 13:00:40,41.72,2h 52m,-40.0,2818.0,0.0,-40.0,2818.0,-4000.0,281800.0,-0.13,9.97,sl 41.72,IS
20,PRIO3,Buy,31.05.2024 13:00:40,41.73,100.0,31.05.2024 15:30:00,41.7,2h 29m,-3.0,2815.0,0.0,-3.0,2815.0,-300.0,281500.0,-0.01,9.96,,IS
36,SUZB3,Buy,31.05.2024 10:13:40,47.65,100.0,31.05.2024 15:30:00,47.48,5h 16m,-17.0,2798.0,0.0,-17.0,2798.0,-1700.0,279800.0,-0.06,9.9,,IS
56,BBAS3,Sell,31.05.2024 13:35:20,24.71,100.0,31.05.2024 15:30:00,24.7,1h 54m,1.0,2799.0,0.0,1.0,2799.0,100.0,279900.0,0.0,9.9,,IS
104,CSAN3,Sell,31.05.2024 11:16:20,13.41,100.0,31.05.2024 15:30:00,13.35,4h 13m,6.0,2805.0,0.0,6.0,2805.0,600.0,280500.0,0.02,9.92,,IS
108,SUZB3,Sell,31.05.2024 10:08:00,47.98,100.0,31.05.2024 15:30:00,47.49,5h 22m,49.0,2854.0,0.0,49.0,2854.0,4900.0,285400.0,0.16,10.09,,IS
108,BRKM5,Sell,31.05.2024 10:01:00,19.23,100.0,31.05.2024 15:30:01,19.11,5h 29m,12.0,2866.0,0.0,12.0,2866.0,1200.0,286600.0,0.04,10.13,,IS
38,SUZB3,Buy,03.06.2024 10:02:00,47.4,100.0,03.06.2024 10:14:20,46.95,12m 20s,-45.0,2821.0,0.0,-45.0,2821.0,-4500.0,282100.0,-0.15,9.98,sl 46.95,IS
22,PRIO3,Buy,03.06.2024 10:06:00,41.7,100.0,03.06.2024 10:38:40,41.3,32m 40s,-40.0,2781.0,0.0,-40.0,2781.0,-4000.0,278100.0,-0.13,9.84,sl 41.30,IS
