Ticket,Symbol,Type,Open time,Open price,Size,Close time,Close price,Time in trade,Profit/Loss,Cummulative P/L,Comm/Swap,P/L in money,Cummulative money P/L,P/L in pips,Cummulative pips P/L,P/L in %,Cummulative % P/L,Comment,Sample type
224,UNIP6,Sell,20.02.2025 12:29:20,46.69,100.0,20.02.2025 15:30:30,45.87,3h 1m,82.0,5670.0,0.0,82.0,5670.0,8200.0,567000.0,0.25,19.18,,IS
462,BRKM5,Sell,20.02.2025 10:07:00,13.11,100.0,20.02.2025 15:30:30,13.06,5h 23m,5.0,5675.0,0.0,5.0,5675.0,500.0,567500.0,0.02,19.19,,IS
6,VALE3,Buy,21.02.2025 10:08:20,55.48,100.0,21.02.2025 15:30:00,55.86,5h 21m,38.0,5713.0,0.0,38.0,5713.0,3800.0,571300.0,0.12,19.31,,IS
78,PRIO3,Buy,21.02.2025 15:13:40,37.64,100.0,21.02.2025 15:30:00,37.79,16m 20s,15.0,5728.0,0.0,15.0,5728.0,1500.0,572800.0,0.05,19.35,,IS
464,BRKM5,Sell,21.02.2025 10:03:00,13.04,100.0,21.02.2025 15:30:00,12.79,5h 27m,25.0,5753.0,0.0,25.0,5753.0,2500.0,575300.0,0.08,19.43,,IS
226,UNIP6,Sell,21.02.2025 10:01:00,46.34,100.0,21.02.2025 15:31:30,46.11,5h 30m,23.0,5776.0,0.0,23.0,5776.0,2300.0,577600.0,0.07,19.5,,IS
80,PRIO3,Buy,24.02.2025 10:03:00,37.85,100.0,24.02.2025 12:03:20,37.45,2h 0m,-40.0,5736.0,0.0,-40.0,5736.0,-4000.0,573600.0,-0.12,19.38,sl 37.45,IS
8,VALE3,Buy,24.02.2025 10:03:00,55.93,100.0,24.02.2025 14:36:40,55.43,4h 33m,-50.0,5686.0,0.0,-50.0,5686.0,-5000.0,568600.0,-0.15,19.22,sl 55.43,IS
10,VALE3,Buy,24.02.2025 14:36:40,55.44,100.0,24.02.2025 15:30:00,55.54,53m 20s,10.0,5696.0,0.0,10.0,5696.0,1000.0,569600.0,0.03,19.26,,IS
82,PRIO3,Buy,24.02.2025 12:03:20,37.46,100.0,24.02.2025 15:30:00,37.15,3h 26m,-31.0,5665.0,0.0,-31.0,5665.0,-3100.0,566500.0,-0.09,19.16,,IS
304,CSAN3,Sell,24.02.2025 13:13:40,7.05,100.0,24.02.2025 15:30:00,7.02,2h 16m,3.0,5668.0,0.0,3.0,5668.0,300.0,566800.0,0.01,19.17,,IS
466,BRKM5,Sell,24.02.2025 10:07:00,12.86,100.0,24.02.2025 15:30:00,12.69,5h 23m,17.0,5685.0,0.0,17.0,5685.0,1700.0,568500.0,0.05,19.22,,IS
228,UNIP6,Sell,24.02.2025 14:00:30,45.97,100.0,24.02.2025 15:30:30,45.5,1h 30m,47.0,5732.0,0.0,47.0,5732.0,4700.0,573200.0,0.14,19.37,,IS
74,EMBR3,Sell,25.02.2025 11:00:00,62.68,100.0,25.02.2025 12:09:20,61.18,1h 9m,150.0,5882.0,0.0,150.0,5882.0,15000.0,588200.0,0.46,19.82,tp 61.18,IS
70,TAEE11,Sell,25.02.2025 12:06:20,31.85,100.0,25.02.2025 15:30:00,31.88,3h 23m,-3.0,5879.0,0.0,-3.0,5879.0,-300.0,587900.0,-0.01,19.81,,IS
76,EMBR3,Sell,25.02.2025 12:09:20,61.17,100.0,25.02.2025 15:30:00,60.79,3h 20m,38.0,5917.0,0.0,38.0,5917.0,3800.0,591700.0,0.12,19.93,,IS
84,PRIO3,Buy,25.02.2025 10:03:00,36.81,100.0,25.02.2025 15:30:00,37.0,5h 27m,19.0,5936.0,0.0,19.0,5936.0,1900.0,593600.0,0.06,19.99,,IS
306,CSAN3,Sell,25.02.2025 10:03:00,6.98,100.0,25.02.2025 15:30:00,7.22,5h 27m,-24.0,5912.0,0.0,-24.0,5912.0,-2400.0,591200.0,-0.07,19.92,,IS
468,BRKM5,Sell,25.02.2025 10:02:00,12.72,100.0,25.02.2025 15:30:00,12.51,5h 28m,21.0,5933.0,0.0,21.0,5933.0,2100.0,593300.0,0.06,19.98,,IS
230,UNIP6,Sell,25.02.2025 11:00:00,45.47,100.0,25.02.2025 15:31:00,44.96,4h 31m,51.0,5984.0,0.0,51.0,5984.0,5100.0,598400.0,0.15,20.13,,IS
86,PRIO3,Buy,26.02.2025 10:03:00,36.87,100.0,26.02.2025 11:55:40,36.47,1h 52m,-40.0,5944.0,0.0,-40.0,5944.0,-4000.0,594400.0,-0.12,20.01,sl 36.47,IS
88,PRIO3,Buy,26.02.2025 11:55:40,36.45,100.0,26.02.2025 15:30:00,36.16,3h 34m,-29.0,5915.0,0.0,-29.0,5915.0,-2900.0,591500.0,-0.09,19.92,,IS
470,BRKM5,Sell,26.02.2025 10:03:00,12.45,100.0,26.02.2025 15:30:01,12.09,5h 27m,36.0,5951.0,0.0,36.0,5951.0,3600.0,595100.0,0.11,20.03,,IS
232,UNIP6,Sell,26.02.2025 10:04:00,45.52,100.0,26.02.2025 15:30:30,44.81,5h 26m,71.0,6022.0,0.0,71.0,6022.0,7100.0,602200.0,0.22,20.25,,IS
90,PRIO3,Buy,27.02.2025 10:09:00,36.85,100.0,27.02.2025 14:09:40,37.65,4h 0m,80.0,6102.0,0.0,80.0,6102.0,8000.0,610200.0,0.24,20.49,tp 37.65,IS
40,SUZB3,Sell,27.02.2025 10:22:40,57.43,100.0,27.02.2025 15:30:00,57.46,5h 7m,-3.0,6099.0,0.0,-3.0,6099.0,-300.0,609900.0,-0.01,20.48,,IS
472,BRKM5,Sell,27.02.2025 10:06:00,11.72,100.0,27.02.2025 15:30:00,11.96,5h 24m,-24.0,6075.0,0.0,-24.0,6075.0,-2400.0,607500.0,-0.07,20.41,,IS
234,UNIP6,Sell,27.02.2025 10:00:00,44.46,100.0,27.02.2025 15:30:01,44.34,5h 30m,12.0,6087.0,0.0,12.0,6087.0,1200.0,608700.0,0.04,20.45,,IS
72,TAEE11,Sell,28.02.2025 10:04:40,31.51,100.0,28.02.2025 10:21:00,31.76,16m 20s,-25.0,6062.0,0.0,-25.0,6062.0,-2500.0,606200.0,-0.08,20.37,sl 31.76,IS
42,SUZB3,Sell,28.02.2025 10:09:40,57.21,100.0,28.02.2025 11:03:40,56.51,54m 0s,70.0,6132.0,0.0,70.0,6132.0,7000.0,613200.0,0.21,20.58,tp 56.51,IS
74,TAEE11,Sell,28.02.2025 13:47:40,31.59,100.0,28.02.2025 15:30:00,31.5,1h 42m,9.0,6141.0,0.0,9.0,6141.0,900.0,614100.0,0.03,20.61,,IS
474,BRKM5,Sell,28.02.2025 10:07:00,11.65,100.0,28.02.2025 15:30:00,11.04,5h 23m,61.0,6202.0,0.0,61.0,6202.0,6100.0,620200.0,0.18,20.79,,IS
236,UNIP6,Sell,28.02.2025 10:01:01,44.27,100.0,28.02.2025 15:30:01,44.07,5h 29m,20.0,6222.0,0.0,20.0,6222.0,2000.0,622200.0,0.06,20.85,,IS
62,PETR4,Buy,05.03.2025 13:08:00,33.3,100.0,05.03.2025 15:30:00,33.05,2h 22m,-25.0,6197.0,0.0,-25.0,6197.0,-2500.0,619700.0,-0.08,20.78,,IS
88,ABEV3,Buy,05.03.2025 13:08:40,12.46,100.0,05.03.2025 15:30:00,12.43,2h 21m,-3.0,6194.0,0.0,-3.0,6194.0,-300.0,619400.0,-0.01,20.77,,IS
476,BRKM5,Sell,05.03.2025 13:01:00,10.92,100.0,05.03.2025 15:30:00,10.63,2h 29m,29.0,6223.0,0.0,29.0,6223.0,2900.0,622300.0,0.09,20.86,,IS
238,UNIP6,Sell,05.03.2025 13:00:40,44.82,100.0,05.03.2025 15:32:30,44.18,2h 31m,64.0,6287.0,0.0,64.0,6287.0,6400.0,628700.0,0.19,21.05,,IS
76,TAEE11,Sell,06.03.2025 10:03:00,31.79,100.0,06.03.2025 10:11:20,31.49,8m 20s,30.0,6317.0,0.0,30.0,6317.0,3000.0,631700.0,0.09,21.14,tp 31.49,IS
64,PETR4,Buy,06.03.2025 10:03:00,33.1,100.0,06.03.2025 15:30:00,32.4,5h 27m,-70.0,6247.0,0.0,-70.0,6247.0,-7000.0,624700.0,-0.21,20.93,,IS
78,TAEE11,Sell,06.03.2025 10:37:40,31.76,100.0,06.03.2025 15:30:00,31.73,4h 52m,3.0,6250.0,0.0,3.0,6250.0,300.0,625000.0,0.01,20.94,,IS
90,ABEV3,Buy,06.03.2025 10:03:00,12.55,100.0,06.03.2025 15:30:00,12.53,5h 27m,-2.0,6248.0,0.0,-2.0,6248.0,-200.0,624800.0,-0.01,20.93,,IS
478,BRKM5,Sell,06.03.2025 10:03:00,10.61,100.0,06.03.2025 15:30:00,10.58,5h 27m,3.0,6251.0,0.0,3.0,6251.0,300.0,625100.0,0.01,20.94,,IS
66,PETR4,Buy,07.03.2025 10:03:00,32.61,100.0,07.03.2025 12:08:40,33.01,2h 5m,40.0,6291.0,0.0,40.0,6291.0,4000.0,629100.0,0.12,21.06,tp 33.01,IS
80,TAEE11,Sell,07.03.2025 10:03:00,31.65,100.0,07.03.2025 12:27:40,31.9,2h 24m,-25.0,6266.0,0.0,-25.0,6266.0,-2500.0,626600.0,-0.08,20.99,sl 31.90,IS
68,PETR4,Buy,07.03.2025 12:08:40,33.04,100.0,07.03.2025 15:30:00,32.98,3h 21m,-6.0,6260.0,0.0,-6.0,6260.0,-600.0,626000.0,-0.02,20.97,,IS
92,ABEV3,Buy,07.03.2025 10:03:00,12.56,100.0,07.03.2025 15:30:00,12.79,5h 27m,23.0,6283.0,0.0,23.0,6283.0,2300.0,628300.0,0.07,21.04,,IS
480,BRKM5,Sell,07.03.2025 10:07:00,10.53,100.0,07.03.2025 15:30:00,10.74,5h 23m,-21.0,6262.0,0.0,-21.0,6262.0,-2100.0,626200.0,-0.06,20.97,,IS
70,PETR4,Buy,10.03.2025 10:09:00,32.89,100.0,10.03.2025 15:30:00,32.61,5h 21m,-28.0,6234.0,0.0,-28.0,6234.0,-2800.0,623400.0,-0.08,20.89,,IS
94,ABEV3,Buy,10.03.2025 10:07:00,12.77,100.0,10.03.2025 15:30:00,13.0,5h 23m,23.0,6257.0,0.0,23.0,6257.0,2300.0,625700.0,0.07,20.96,,IS
482,BRKM5,Sell,10.03.2025 10:03:00,10.65,100.0,10.03.2025 15:30:00,10.6,5h 27m,5.0,6262.0,0.0,5.0,6262.0,500.0,626200.0,0.02,20.97,,IS
24,PETR4,Sell,11.03.2025 10:03:00,33.04,100.0,11.03.2025 11:13:40,32.54,1h 10m,50.0,6312.0,0.0,50.0,6312.0,5000.0,631200.0,0.15,21.13,tp 32.54,IS
44,SUZB3,Sell,11.03.2025 10:04:40,55.79,100.0,11.03.2025 11:32:40,55.09,1h 28m,70.0,6382.0,0.0,70.0,6382.0,7000.0,638200.0,0.21,21.34,tp 55.09,IS
72,PETR4,Buy,11.03.2025 10:11:40,32.98,100.0,11.03.2025 15:30:00,32.39,5h 18m,-59.0,6323.0,0.0,-59.0,6323.0,-5900.0,632300.0,-0.18,21.16,,IS
96,ABEV3,Buy,11.03.2025 10:03:00,12.85,100.0,11.03.2025 15:30:00,12.62,5h 27m,-23.0,6300.0,0.0,-23.0,6300.0,-2300.0,630000.0,-0.07,21.09,,IS
484,BRKM5,Sell,11.03.2025 10:03:00,10.62,100.0,11.03.2025 15:30:00,10.66,5h 27m,-4.0,6296.0,0.0,-4.0,6296.0,-400.0,629600.0,-0.01,21.08,,IS
78,EMBR3,Sell,12.03.2025 10:03:00,73.06,100.0,12.03.2025 13:27:40,73.76,3h 24m,-70.0,6226.0,0.0,-70.0,6226.0,-7000.0,622600.0,-0.21,20.87,sl 73.76,IS
26,PETR4,Sell,12.03.2025 10:03:40,32.56,100.0,12.03.2025 15:30:00,32.39,5h 26m,17.0,6243.0,0.0,17.0,6243.0,1700.0,624300.0,0.05,20.92,,IS
74,PETR4,Buy,12.03.2025 10:03:00,32.49,100.0,12.03.2025 15:30:00,32.38,5h 27m,-11.0,6232.0,0.0,-11.0,6232.0,-1100.0,623200.0,-0.03,20.89,,IS
98,ABEV3,Buy,12.03.2025 10:01:00,12.68,100.0,12.03.2025 15:30:00,12.78,5h 29m,10.0,6242.0,0.0,10.0,6242.0,1000.0,624200.0,0.03,20.92,,IS
486,BRKM5,Sell,12.03.2025 10:07:00,10.75,100.0,12.03.2025 15:30:00,10.34,5h 23m,41.0,6283.0,0.0,41.0,6283.0,4100.0,628300.0,0.12,21.04,,IS
240,UNIP6,Sell,12.03.2025 11:04:30,45.21,100.0,12.03.2025 15:30:30,44.52,4h 26m,69.0,6352.0,0.0,69.0,6352.0,6900.0,635200.0,0.21,21.25,,IS
46,RENT3,Sell,13.03.2025 10:01:00,30.0,100.0,13.03.2025 11:21:40,30.7,1h 20m,-70.0,6282.0,0.0,-70.0,6282.0,-7000.0,628200.0,-0.21,21.04,sl 30.70,IS
28,PETR4,Sell,13.03.2025 10:03:00,32.5,100.0,13.03.2025 11:30:40,32.75,1h 27m,-25.0,6257.0,0.0,-25.0,6257.0,-2500.0,625700.0,-0.08,20.96,sl 32.75,IS
30,PETR4,Sell,13.03.2025 11:30:40,32.75,100.0,13.03.2025 15:30:00,32.63,3h 59m,12.0,6269.0,0.0,12.0,6269.0,1200.0,626900.0,0.04,21.0,,IS
48,RENT3,Sell,13.03.2025 11:21:40,30.78,100.0,13.03.2025 15:30:00,30.81,4h 8m,-3.0,6266.0,0.0,-3.0,6266.0,-300.0,626600.0,-0.01,20.99,,IS
76,PETR4,Buy,13.03.2025 10:03:00,32.51,100.0,13.03.2025 15:30:00,32.62,5h 27m,11.0,6277.0,0.0,11.0,6277.0,1100.0,627700.0,0.03,21.02,,IS
80,EMBR3,Sell,13.03.2025 13:00:00,73.92,100.0,13.03.2025 15:30:00,73.97,2h 30m,-5.0,6272.0,0.0,-5.0,6272.0,-500.0,627200.0,-0.02,21.01,,IS
100,ABEV3,Buy,13.03.2025 10:03:00,12.85,100.0,13.03.2025 15:30:00,13.01,5h 27m,16.0,6288.0,0.0,16.0,6288.0,1600.0,628800.0,0.05,21.05,,IS
488,BRKM5,Sell,13.03.2025 10:03:00,10.35,100.0,13.03.2025 15:30:00,10.59,5h 27m,-24.0,6264.0,0.0,-24.0,6264.0,-2400.0,626400.0,-0.07,20.98,,IS
242,UNIP6,Sell,13.03.2025 13:16:30,44.75,100.0,13.03.2025 15:30:01,44.79,2h 13m,-4.0,6260.0,0.0,-4.0,6260.0,-400.0,626000.0,-0.01,20.97,,IS
490,BRKM5,Sell,14.03.2025 10:03:00,10.7,100.0,14.03.2025 11:12:40,11.2,1h 9m,-50.0,6210.0,0.0,-50.0,6210.0,-5000.0,621000.0,-0.15,20.82,sl 11.20,IS
78,PETR4,Buy,14.03.2025 10:30:40,32.71,100.0,14.03.2025 11:32:40,33.11,1h 2m,40.0,6250.0,0.0,40.0,6250.0,4000.0,625000.0,0.12,20.94,tp 33.11,IS
102,ABEV3,Buy,14.03.2025 10:03:00,13.15,100.0,14.03.2025 15:30:00,13.25,5h 27m,10.0,6260.0,0.0,10.0,6260.0,1000.0,626000.0,0.03,20.97,,IS
192,SUZB3,Sell,14.03.2025 10:26:40,54.18,100.0,14.03.2025 15:30:00,54.24,5h 3m,-6.0,6254.0,0.0,-6.0,6254.0,-600.0,625400.0,-0.02,20.95,,IS
492,BRKM5,Sell,14.03.2025 11:12:40,11.21,100.0,14.03.2025 15:30:01,11.16,4h 17m,5.0,6259.0,0.0,5.0,6259.0,500.0,625900.0,0.02,20.97,,IS
12,VALE3,Buy,17.03.2025 10:03:00,56.3,100.0,17.03.2025 15:30:00,57.01,5h 27m,71.0,6330.0,0.0,71.0,6330.0,7100.0,633000.0,0.21,21.18,,IS
46,SUZB3,Sell,17.03.2025 12:54:40,54.96,100.0,17.03.2025 15:30:00,54.6,2h 35m,36.0,6366.0,0.0,36.0,6366.0,3600.0,636600.0,0.11,21.29,,IS
104,ABEV3,Buy,17.03.2025 10:08:00,13.33,100.0,17.03.2025 15:30:00,13.46,5h 22m,13.0,6379.0,0.0,13.0,6379.0,1300.0,637900.0,0.04,21.33,,IS
194,SUZB3,Sell,17.03.2025 10:17:40,54.16,100.0,17.03.2025 15:30:00,54.6,5h 12m,-44.0,6335.0,0.0,-44.0,6335.0,-4400.0,633500.0,-0.13,21.2,,IS
494,BRKM5,Sell,17.03.2025 10:03:00,11.03,100.0,17.03.2025 15:30:01,11.45,5h 27m,-42.0,6293.0,0.0,-42.0,6293.0,-4200.0,629300.0,-0.13,21.07,,IS
48,SUZB3,Sell,18.03.2025 10:03:40,54.95,100.0,18.03.2025 10:58:20,54.25,54m 40s,70.0,6363.0,0.0,70.0,6363.0,7000.0,636300.0,0.21,21.28,tp 54.25,IS
14,VALE3,Buy,18.03.2025 10:03:40,57.13,100.0,18.03.2025 11:06:40,56.63,1h 3m,-50.0,6313.0,0.0,-50.0,6313.0,-5000.0,631300.0,-0.15,21.13,sl 56.63,IS
16,VALE3,Buy,18.03.2025 11:06:40,56.63,100.0,18.03.2025 15:30:00,57.38,4h 23m,75.0,6388.0,0.0,75.0,6388.0,7500.0,638800.0,0.23,21.36,,IS
106,ABEV3,Buy,18.03.2025 10:03:00,13.39,100.0,18.03.2025 15:30:00,13.43,5h 27m,4.0,6392.0,0.0,4.0,6392.0,400.0,639200.0,0.01,21.37,,IS
496,BRKM5,Sell,18.03.2025 10:03:00,11.38,100.0,18.03.2025 15:30:00,11.18,5h 27m,20.0,6412.0,0.0,20.0,6412.0,2000.0,641200.0,0.06,21.43,,IS
18,VALE3,Buy,19.03.2025 10:03:00,57.36,100.0,19.03.2025 11:02:20,56.86,59m 20s,-50.0,6362.0,0.0,-50.0,6362.0,-5000.0,636200.0,-0.15,21.28,sl 56.86,IS
22,ITSA4,Buy,19.03.2025 10:10:40,9.55,100.0,19.03.2025 11:09:40,9.65,59m 0s,10.0,6372.0,0.0,10.0,6372.0,1000.0,637200.0,0.03,21.31,tp 9.65,IS
20,VALE3,Buy,19.03.2025 11:02:20,56.86,100.0,19.03.2025 15:30:00,57.15,4h 27m,29.0,6401.0,0.0,29.0,6401.0,2900.0,640100.0,0.09,21.39,,IS
102,GGBR4,Buy,19.03.2025 10:03:40,16.99,100.0,19.03.2025 15:30:00,17.17,5h 26m,18.0,6419.0,0.0,18.0,6419.0,1800.0,641900.0,0.05,21.45,,IS
108,ABEV3,Buy,19.03.2025 10:03:00,13.44,100.0,19.03.2025 15:30:00,13.53,5h 27m,9.0,6428.0,0.0,9.0,6428.0,900.0,642800.0,0.03,21.48,,IS
498,BRKM5,Sell,19.03.2025 10:01:00,11.23,100.0,19.03.2025 15:30:00,11.32,5h 29m,-9.0,6419.0,0.0,-9.0,6419.0,-900.0,641900.0,-0.03,21.45,,IS
24,ITSA4,Buy,20.03.2025 10:03:00,9.64,100.0,20.03.2025 15:30:00,9.58,5h 27m,-6.0,6413.0,0.0,-6.0,6413.0,-600.0,641300.0,-0.02,21.43,,IS
26,ITUB4,Buy,20.03.2025 12:31:20,31.96,100.0,20.03.2025 15:30:00,31.98,2h 58m,2.0,6415.0,0.0,2.0,6415.0,200.0,641500.0,0.01,21.44,,IS
58,CMIG4,Buy,20.03.2025 10:31:40,10.6,100.0,20.03.2025 15:30:00,10.44,4h 58m,-16.0,6399.0,0.0,-16.0,6399.0,-1600.0,639900.0,-0.05,21.39,,IS
104,GGBR4,Buy,20.03.2025 10:03:00,16.97,100.0,20.03.2025 15:30:00,17.08,5h 27m,11.0,6410.0,0.0,11.0,6410.0,1100.0,641000.0,0.03,21.42,,IS
110,ABEV3,Buy,20.03.2025 10:03:00,13.57,100.0,20.03.2025 15:30:00,13.46,5h 27m,-11.0,6399.0,0.0,-11.0,6399.0,-1100.0,639900.0,-0.03,21.39,,IS
500,BRKM5,Sell,20.03.2025 10:01:00,11.35,100.0,20.03.2025 15:30:00,11.02,5h 29m,33.0,6432.0,0.0,33.0,6432.0,3300.0,643200.0,0.1,21.49,,IS
28,ITUB4,Buy,21.03.2025 10:03:00,32.08,100.0,21.03.2025 15:30:00,32.0,5h 27m,-8.0,6424.0,0.0,-8.0,6424.0,-800.0,642400.0,-0.02,21.46,,IS
106,GGBR4,Buy,21.03.2025 10:08:40,16.99,100.0,21.03.2025 15:30:00,16.97,5h 21m,-2.0,6422.0,0.0,-2.0,6422.0,-200.0,642200.0,-0.01,21.46,,IS
112,ABEV3,Buy,21.03.2025 10:03:00,13.52,100.0,21.03.2025 15:30:00,13.56,5h 27m,4.0,6426.0,0.0,4.0,6426.0,400.0,642600.0,0.01,21.47,,IS
244,UNIP6,Sell,21.03.2025 15:00:00,53.89,100.0,21.03.2025 15:30:00,53.62,30m 0s,27.0,6453.0,0.0,27.0,6453.0,2700.0,645300.0,0.08,21.55,,IS
502,BRKM5,Sell,21.03.2025 10:03:00,10.96,100.0,21.03.2025 15:30:00,10.79,5h 27m,17.0,6470.0,0.0,17.0,6470.0,1700.0,647000.0,0.05,21.6,,IS
50,SUZB3,Sell,24.03.2025 10:03:40,54.73,100.0,24.03.2025 15:30:00,54.14,5h 26m,59.0,6529.0,0.0,59.0,6529.0,5900.0,652900.0,0.18,21.78,,IS
114,ABEV3,Buy,24.03.2025 10:03:00,13.65,100.0,24.03.2025 15:30:00,13.42,5h 27m,-23.0,6506.0,0.0,-23.0,6506.0,-2300.0,650600.0,-0.07,21.71,,IS
196,SUZB3,Sell,24.03.2025 10:07:40,54.06,100.0,24.03.2025 15:30:00,54.14,5h 22m,-8.0,6498.0,0.0,-8.0,6498.0,-800.0,649800.0,-0.02,21.69,,IS
504,BRKM5,Sell,24.03.2025 10:07:00,10.96,100.0,24.03.2025 15:30:00,10.66,5h 23m,30.0,6528.0,0.0,30.0,6528.0,3000.0,652800.0,0.09,21.77,,IS
52,SUZB3,Sell,25.03.2025 10:05:20,54.4,100.0,25.03.2025 10:17:40,53.7,12m 20s,70.0,6598.0,0.0,70.0,6598.0,7000.0,659800.0,0.21,21.98,tp 53.70,IS
246,UNIP6,Sell,25.03.2025 10:00:00,54.0,100.0,25.03.2025 13:16:00,54.89,3h 16m,-89.0,6509.0,0.0,-89.0,6509.0,-8900.0,650900.0,-0.26,21.72,sl 54.89,IS
82,EMBR3,Sell,25.03.2025 11:00:00,70.49,100.0,25.03.2025 15:30:00,69.66,4h 30m,83.0,6592.0,0.0,83.0,6592.0,8300.0,659200.0,0.25,21.97,,IS
116,ABEV3,Buy,25.03.2025 10:03:00,13.38,100.0,25.03.2025 15:30:00,13.46,5h 27m,8.0,6600.0,0.0,8.0,6600.0,800.0,660000.0,0.02,21.99,,IS
198,SUZB3,Sell,25.03.2025 10:10:40,54.0,100.0,25.03.2025 15:30:00,53.15,5h 19m,85.0,6685.0,0.0,85.0,6685.0,8500.0,668500.0,0.25,22.24,,IS
506,BRKM5,Sell,25.03.2025 10:02:00,10.62,100.0,25.03.2025 15:30:00,10.66,5h 28m,-4.0,6681.0,0.0,-4.0,6681.0,-400.0,668100.0,-0.01,22.23,,IS
508,BRKM5,Sell,26.03.2025 10:07:00,10.9,100.0,26.03.2025 11:48:40,11.4,1h 41m,-50.0,6631.0,0.0,-50.0,6631.0,-5000.0,663100.0,-0.15,22.08,sl 11.40,IS
510,BRKM5,Sell,26.03.2025 11:48:40,11.43,100.0,26.03.2025 13:41:40,11.93,1h 53m,-50.0,6581.0,0.0,-50.0,6581.0,-5000.0,658100.0,-0.15,21.93,sl 11.93,IS
60,WEGE3,Buy,26.03.2025 10:03:00,47.01,100.0,26.03.2025 15:30:00,46.48,5h 27m,-53.0,6528.0,0.0,-53.0,6528.0,-5300.0,652800.0,-0.16,21.78,,IS
118,ABEV3,Buy,26.03.2025 10:03:00,13.42,100.0,26.03.2025 15:30:00,13.2,5h 27m,-22.0,6506.0,0.0,-22.0,6506.0,-2200.0,650600.0,-0.07,21.71,,IS
200,SUZB3,Sell,26.03.2025 10:03:00,53.44,100.0,26.03.2025 15:30:00,53.42,5h 27m,2.0,6508.0,0.0,2.0,6508.0,200.0,650800.0,0.01,21.72,,IS
512,BRKM5,Sell,26.03.2025 13:41:40,11.98,100.0,26.03.2025 15:30:00,11.84,1h 48m,14.0,6522.0,0.0,14.0,6522.0,1400.0,652200.0,0.04,21.76,,IS
84,EMBR3,Sell,27.03.2025 11:00:00,69.55,100.0,27.03.2025 15:00:40,68.05,4h 0m,150.0,6672.0,0.0,150.0,6672.0,15000.0,667200.0,0.45,22.21,tp 68.05,IS
86,EMBR3,Sell,27.03.2025 15:00:40,67.97,100.0,27.03.2025 15:30:00,68.37,29m 20s,-40.0,6632.0,0.0,-40.0,6632.0,-4000.0,663200.0,-0.12,22.09,,IS
120,ABEV3,Buy,27.03.2025 10:03:00,13.29,100.0,27.03.2025 15:30:00,13.25,5h 27m,-4.0,6628.0,0.0,-4.0,6628.0,-400.0,662800.0,-0.01,22.08,,IS
202,SUZB3,Sell,27.03.2025 10:03:00,53.8,100.0,27.03.2025 15:30:00,53.31,5h 27m,49.0,6677.0,0.0,49.0,6677.0,4900.0,667700.0,0.15,22.22,,IS
248,UNIP6,Sell,27.03.2025 12:44:40,54.99,100.0,27.03.2025 15:30:00,56.11,2h 45m,-112.0,6565.0,0.0,-112.0,6565.0,-11200.0,656500.0,-0.33,21.89,,IS
514,BRKM5,Sell,27.03.2025 10:03:00,11.9,100.0,27.03.2025 15:30:00,11.74,5h 27m,16.0,6581.0,0.0,16.0,6581.0,1600.0,658100.0,0.05,21.94,,IS
54,SUZB3,Sell,28.03.2025 10:03:00,54.25,100.0,28.03.2025 10:35:40,53.55,32m 40s,70.0,6651.0,0.0,70.0,6651.0,7000.0,665100.0,0.21,22.14,tp 53.55,IS
56,SUZB3,Sell,28.03.2025 10:46:40,53.88,100.0,28.03.2025 15:30:00,53.39,4h 43m,49.0,6700.0,0.0,49.0,6700.0,4900.0,670000.0,0.15,22.29,,IS
108,GGBR4,Buy,28.03.2025 10:04:40,17.11,100.0,28.03.2025 15:30:00,16.81,5h 25m,-30.0,6670.0,0.0,-30.0,6670.0,-3000.0,667000.0,-0.09,22.2,,IS
122,ABEV3,Buy,28.03.2025 10:03:00,13.25,100.0,28.03.2025 15:30:00,13.23,5h 27m,-2.0,6668.0,0.0,-2.0,6668.0,-200.0,666800.0,-0.01,22.2,,IS
204,SUZB3,Sell,28.03.2025 10:21:40,54.02,100.0,28.03.2025 15:30:00,53.39,5h 8m,63.0,6731.0,0.0,63.0,6731.0,6300.0,673100.0,0.19,22.38,,IS
516,BRKM5,Sell,28.03.2025 10:07:00,11.72,100.0,28.03.2025 15:30:00,11.51,5h 23m,21.0,6752.0,0.0,21.0,6752.0,2100.0,675200.0,0.06,22.44,,IS
124,ABEV3,Buy,31.03.2025 10:03:00,13.21,100.0,31.03.2025 11:03:40,13.56,1h 0m,35.0,6787.0,0.0,35.0,6787.0,3500.0,678700.0,0.1,22.55,tp 13.56,IS
126,ABEV3,Buy,31.03.2025 11:03:40,13.58,100.0,31.03.2025 15:30:00,13.46,4h 26m,-12.0,6775.0,0.0,-12.0,6775.0,-1200.0,677500.0,-0.04,22.51,,IS
206,SUZB3,Sell,31.03.2025 10:03:00,53.26,100.0,31.03.2025 15:30:00,53.12,5h 27m,14.0,6789.0,0.0,14.0,6789.0,1400.0,678900.0,0.04,22.55,,IS
250,UNIP6,Sell,31.03.2025 12:04:30,54.58,100.0,31.03.2025 15:30:00,54.82,3h 25m,-24.0,6765.0,0.0,-24.0,6765.0,-2400.0,676500.0,-0.07,22.48,,IS
518,BRKM5,Sell,31.03.2025 10:08:00,11.4,100.0,31.03.2025 15:30:00,11.23,5h 22m,17.0,6782.0,0.0,17.0,6782.0,1700.0,678200.0,0.05,22.53,,IS
